time,balance,dax
853,2163.70002,1689.300049
854,2184.75673,1705.73999
855,2188.547926,1708.699951
856,2188.112489,1708.359985
857,2174.945557,1698.079956
858,2194.439853,1713.300049
859,2176.482642,1699.280029
860,2163.123555,1688.849976
861,2181.093586,1702.880005
862,2195.618113,1714.219971
863,2169.719841,1694
864,2161.650573,1687.699951
865,2164.237868,1689.719971
866,2186.063199,1706.76001
867,2165.467567,1690.680054
868,2166.479314,1691.469971
869,2148.688616,1677.579956
870,2137.199641,1668.609985
871,2079.716148,1623.72998
872,2086.145922,1628.75
873,2066.779834,1613.630005
874,2057.660357,1606.51001
875,2076.270801,1621.040039
876,2072.582014,1618.160034
877,2062.911713,1610.609985
878,2062.911713,1630.75
879,2062.911713,1640.170044
880,2062.911713,1635.469971
881,2062.911713,1645.890015
882,2062.911713,1647.839966
883,2062.911713,1638.349976
884,2062.911713,1629.930054
885,2062.911713,1621.48999
886,2062.911713,1624.73999
887,2062.911713,1627.630005
888,2062.911713,1631.98999
889,2062.911713,1621.180054
890,2062.911713,1613.420044
891,2062.911713,1604.949951
892,2062.911713,1605.75
893,2062.911713,1616.670044
894,2062.911713,1619.290039
895,2062.911713,1620.48999
896,2062.911713,1619.670044
897,2062.911713,1623.069946
898,2062.911713,1613.97998
899,2062.911713,1631.869995
900,2062.911713,1630.369995
901,2062.911713,1633.469971
902,2062.911713,1626.550049
903,2062.911713,1650.430054
904,2062.911713,1650.060059
905,2062.911713,1654.109985
906,2062.911713,1653.599976
907,2062.911713,1501.819946
908,2062.911713,1524.280029
909,2062.911713,1603.650024
910,2062.911713,1622.48999
911,2062.911713,1636.680054
912,2062.911713,1652.099976
913,2062.911713,1645.810059
914,2062.911713,1650.359985
915,2062.911713,1651.550049
916,2062.911713,1649.880005
917,2062.911713,1653.52002
918,2062.911713,1657.51001
919,2062.911713,1649.550049
920,2062.911713,1649.089966
921,2062.911713,1646.410034
922,2062.911713,1638.650024
923,2062.911713,1625.800049
924,2062.911713,1628.640015
925,2062.911713,1632.219971
926,2062.911713,1633.650024
927,2062.911713,1631.170044
928,2062.911713,1635.800049
929,2062.911713,1621.27002
930,2062.911713,1624.699951
931,2062.911713,1616.130005
932,2062.911713,1618.119995
933,2062.911713,1627.800049
934,2062.911713,1625.790039
935,2062.911713,1614.800049
936,2062.911713,1612.800049
937,2062.911713,1605.469971
938,2062.911713,1609.319946
939,2062.911713,1607.47998
940,2062.911713,1604.890015
941,2062.911713,1589.119995
942,2062.911713,1582.27002
943,2062.911713,1567.98999
944,2062.911713,1568.160034
945,2062.911713,1569.709961
946,2062.911713,1571.73999
947,2062.911713,1585.410034
948,2062.911713,1570.01001
949,2062.911713,1561.890015
950,2062.911713,1565.180054
951,2062.911713,1570.339966
952,2062.911713,1577
953,2062.911713,1590.290039
954,2062.911713,1572.719971
955,2062.911713,1572.069946
956,2062.911713,1579.189941
957,2062.911713,1588.72998
958,2062.911713,1586.01001
959,2062.911713,1579.77002
960,2062.911713,1572.579956
961,2062.911713,1568.089966
962,2076.225143,1578.209961
963,2070.607688,1573.939941
964,2081.290166,1582.060059
965,2118.283622,1610.180054
966,2111.6795,1605.160034
967,2136.254015,1623.839966
968,2124.966594,1615.26001
969,2140.516406,1627.079956
970,2140.371715,1626.969971
971,2112.389791,1605.699951
972,2091.340879,1589.699951
973,2109.17991,1603.26001
974,2104.562292,1599.75
975,2092.86697,1590.859985
976,2109.49563,1603.5
977,2091.551413,1589.859985
978,2088.99931,1587.920044
979,2066.819039,1571.060059
980,2038.863453,1549.810059
981,2038.271355,1549.359985
982,2045.230703,1554.650024
983,2049.006346,1557.52002
984,2046.099017,1555.310059
985,2051.953181,1559.76001
986,2037.060985,1548.439941
987,2031.206821,1543.98999
988,2039.389547,1550.209961
989,2048.361735,1557.030029
990,2041.455061,1551.780029
991,2056.070881,1562.890015
992,2065.792865,1570.280029
993,2051.295402,1559.26001
994,2033.680075,1545.869995
995,2029.601881,1542.77002
996,2057.886356,1564.27002
997,2074.975428,1577.26001
998,2102.509945,1598.189941
999,2110.219251,1604.050049
1000,2111.061066,1604.689941
1001,2096.537426,1593.650024
1002,2080.790248,1581.680054
1003,2103.759822,1599.140015
